furniture,type,rate,delivery,sale,price
407,542,0.0,52.44,0.0,255.0
408,264,0.0,52.44,0.0,365.0
409,245,5.0,52.44,0.55,3800.0
410,264,0.0,52.44,0.0,740.0
411,264,0.0,10.83,0.0,555.0
346,192,0.0,52.44,0.33,2400.0
281,264,0.0,52.44,0.25,1200.0
263,151,0.0,172.14,0.0,3872.0
412,205,0.0,172.14,0.0,35250.0
413,264,5.0,52.44,0.23,220.0
291,245,5.0,172.14,0.4,4500.0
414,193,0.0,52.44,0.42,880.0
220,264,0.0,172.14,0.48,2000.0
415,89,0.0,53.57,0.45,210.11
416,12,0.0,172.14,0.3,3999.0
417,147,0.0,172.14,0.0,2500.0
418,71,0.0,144.57,0.44,448.0
273,264,0.0,172.14,0.65,2000.0
419,245,0.0,52.44,0.29,2800.0
420,409,4.0,52.44,0.0,500.0
421,415,0.0,52.44,0.1,1000.0
234,151,0.0,172.14,0.0,4464.0
422,42,0.0,103.87,0.7,457.0
63,264,0.0,172.14,0.3,4599.0
423,502,0.0,52.44,0.0,1950.0
329,409,5.0,172.14,0.14,7000.0
424,264,0.0,52.44,0.44,750.0
425,227,5.0,172.14,0.19,1500.0
426,575,3.0,263.44,0.29,997.0
427,384,0.0,88.91,0.5,197.12
428,96,0.0,52.44,0.0,150.0
429,12,0.0,172.14,0.28,4999.0
234,151,0.0,172.14,0.0,3349.0
430,435,4.4,172.14,0.13,4000.0
46,409,5.0,172.14,0.18,4000.0
431,517,0.0,172.14,0.2,2750.0
432,176,0.0,52.44,0.17,1812.0
433,409,0.0,172.14,0.07,7000.0
434,96,0.0,52.44,0.0,150.0
190,264,1.0,52.44,0.43,444.0
435,264,0.0,172.14,0.0,1500.0
393,392,0.0,52.44,0.13,286.0
285,264,0.0,172.14,0.0,3000.0
436,373,0.0,215.06,0.47,826.51
437,394,4.0,52.44,0.13,1092.0
306,264,0.0,52.44,0.06,500.0
438,409,4.1,172.14,0.07,7500.0
439,205,0.0,172.14,0.0,37700.0
440,492,0.0,52.44,0.0,2350.0
441,549,0.0,172.14,0.25,666.0
442,264,0.0,52.44,0.64,520.0
231,264,0.0,52.44,0.0,488.0
443,34,0.0,52.44,0.0,1250.0
419,245,0.0,52.44,0.27,3000.0
444,430,3.5,172.14,0.12,2500.0
445,412,3.9,172.14,0.1,3000.0
446,228,0.0,52.44,0.54,777.0
447,264,4.7,52.44,0.32,1000.0
448,169,0.0,52.44,0.17,2100.0
449,87,0.0,127.11,0.47,379.49
428,96,0.0,52.44,0.0,150.0
450,264,0.0,52.44,0.44,750.0
451,391,0.0,83.35,0.5,392.0
452,409,3.3,52.44,0.2,500.0
218,264,4.0,52.44,0.44,4500.0
453,152,0.0,247.89,0.49,1030.19
454,533,0.0,52.44,0.17,1050.0
455,264,0.0,52.44,0.12,10500.0
456,264,0.0,52.44,0.21,1200.0
118,264,5.0,52.44,0.02,450.0
263,151,0.0,172.14,0.0,3872.0
457,130,0.0,172.14,0.13,5730.0
11,264,0.0,172.14,0.68,3000.0
92,203,0.0,52.44,0.33,499.0
458,264,0.0,172.14,0.2,8800.0
190,264,4.8,52.44,0.08,500.0
208,264,0.0,52.44,0.44,750.0
459,436,4.5,172.14,0.17,3000.0
460,47,0.0,306.46,0.3,1141.0
461,264,0.0,52.44,0.38,140.0
462,264,0.0,172.14,0.4,2150.0
463,264,0.0,52.44,0.25,220.0
464,264,0.0,52.44,0.0,999.0
465,264,0.0,52.44,0.06,800.0
466,204,0.0,52.44,0.1,769.5
467,419,0.0,172.14,0.15,6500.0
468,196,0.0,52.44,0.4,850.0
469,264,0.0,172.14,0.25,4999.0
367,264,0.0,172.14,0.0,3500.0
470,264,3.4,52.44,0.26,1900.0
77,264,0.0,172.14,0.0,3500.0
471,409,3.4,172.14,0.05,3200.0
472,264,0.0,52.44,0.1,536.0
162,264,0.0,52.44,0.0,499.0
473,212,0.0,679.6,0.46,3152.96
299,25,0.0,52.44,0.09,6000.0
150,264,0.0,172.14,0.3,4000.0
21,264,0.0,172.14,0.0,5000.0
474,504,0.0,172.14,0.0,5100.0
121,24,0.0,172.14,0.23,41000.0
475,245,0.0,52.44,0.26,3500.0
476,410,3.3,172.14,0.17,3000.0
477,264,0.0,172.14,0.0,6400.0
478,151,0.0,172.14,0.0,3574.0
96,264,2.5,172.14,0.1,5900.0
214,264,0.0,52.44,0.21,1200.0
350,151,0.0,172.14,0.0,3783.0
479,57,0.0,52.44,0.0,3500.0
480,28,0.0,172.14,0.0,3500.0
481,536,0.0,52.44,0.17,546.0
214,264,0.0,52.44,0.17,5334.0
70,256,0.0,52.44,0.1,555.0
121,12,1.0,172.14,0.17,5999.0
482,134,0.0,172.14,0.6,2500.0
483,263,0.0,172.14,0.0,1500.0
425,227,0.0,172.14,0.33,1999.0
484,264,0.0,52.44,0.0,1388.0
485,24,0.0,172.14,0.25,49000.0
486,311,0.0,105.72,0.68,446.0
487,264,4.6,52.44,0.22,500.0
17,134,0.0,172.14,0.44,1800.0
488,31,0.0,52.44,0.49,2800.0
489,490,0.0,172.14,0.25,21000.0
125,264,4.5,172.14,0.0,4500.0
490,205,0.0,172.14,0.0,14500.0
491,156,0.0,43.39,0.5,176.0
211,118,1.0,52.44,0.0,250.0
217,245,0.0,172.14,0.4,4500.0
492,409,4.1,172.14,0.13,4000.0
493,66,0.0,52.44,0.21,1900.0
494,264,0.0,52.44,0.22,3599.0
5,137,0.0,52.44,0.58,2000.0
196,392,0.0,52.44,0.0,649.0
119,12,0.0,172.14,0.28,4999.0
495,264,0.0,22.23,0.17,2322.0
496,243,0.0,109.06,0.47,287.56
497,284,0.0,52.44,0.45,1699.0
266,264,1.0,172.14,0.07,5500.0
11,264,0.0,52.44,0.55,3000.0
498,264,0.0,52.44,0.17,1794.0
499,264,3.0,52.44,0.03,1500.0
500,409,0.0,172.14,0.18,4000.0
501,502,0.0,172.14,0.0,7400.0
502,62,0.0,172.14,0.48,2000.0
503,264,0.0,172.14,0.0,333.0
504,40,0.0,63.25,0.49,57.08
505,264,3.5,10.83,0.19,990.0
506,271,5.0,172.14,0.0,1000.0
507,409,4.0,172.14,0.04,3500.0
508,264,5.0,52.44,0.29,700.0
343,264,0.0,172.14,0.0,4200.0
509,264,5.0,172.14,0.0,2800.0
510,338,0.0,116.38,0.33,259.2
338,245,5.0,52.44,0.28,10500.0
511,490,5.0,172.14,0.25,14900.0
512,33,0.0,142.92,0.29,500.0
69,178,0.0,52.44,0.36,950.0
513,409,0.0,172.14,0.18,11000.0
214,264,0.0,52.44,0.17,5334.0
429,12,0.0,172.14,0.17,3999.0
22,264,0.0,172.14,0.13,4500.0
232,264,0.0,172.14,0.13,4500.0
514,264,0.0,22.23,0.17,318.0
515,167,0.0,172.14,0.17,1554.0
2,137,0.0,172.14,0.6,1050.0
516,12,0.0,172.14,0.23,5999.0
387,96,0.0,52.44,0.0,140.0
291,245,0.0,172.14,0.31,4500.0
517,25,5.0,52.44,0.09,4500.0
119,409,3.3,172.14,0.18,4000.0
400,509,0.0,144.94,0.5,500.0
291,245,0.0,172.14,0.4,4500.0
518,208,0.0,172.14,0.0,3500.0
207,149,0.0,172.14,0.0,3900.0
124,34,0.0,52.44,0.0,1199.0
318,264,0.0,52.44,0.0,11400.0
222,141,0.0,172.14,0.54,2050.0
519,264,0.0,172.14,0.0,12000.0
478,151,0.0,172.14,0.0,3574.0
125,264,0.0,172.14,0.26,4199.0
520,245,0.0,172.14,0.55,4400.0
322,264,0.0,172.14,0.0,235.0
507,409,4.0,172.14,0.04,3500.0
266,264,0.0,172.14,0.05,5500.0
125,264,3.0,172.14,0.32,4400.0
521,394,5.0,52.44,0.12,740.0
110,34,0.0,52.44,0.0,850.0
522,264,0.0,172.14,0.0,7400.0
523,133,0.0,196.76,0.48,959.71
524,264,0.0,172.14,0.0,950.0
525,65,0.0,1281.03,0.2,3746.0
526,205,0.0,172.14,0.0,17500.0
5,137,0.0,52.44,0.55,2000.0
527,12,0.0,172.14,0.1,6999.0
528,34,0.0,52.44,0.0,3280.0
2,137,0.0,172.14,0.57,1100.0
529,568,0.0,216.54,0.44,216.0
515,167,0.0,172.14,0.17,1554.0
530,392,0.0,52.44,0.0,499.0
531,264,0.0,172.14,0.17,1734.0
517,25,5.0,52.44,0.09,4500.0
532,245,3.7,172.14,0.38,5000.0
533,12,0.0,172.14,0.23,5999.0
534,201,0.0,52.44,0.35,2700.0
291,245,0.0,172.14,0.4,4500.0
535,491,0.0,52.44,0.25,9200.0
536,38,0.0,203.4,0.44,734.0
537,15,0.0,172.14,0.2,5999.0
538,446,4.2,52.44,0.0,1230.0
539,178,0.0,52.44,0.34,1980.0
92,203,0.0,52.44,0.39,599.0
329,12,0.0,172.14,0.17,5999.0
175,245,0.0,52.44,0.3,10900.0
540,264,0.0,172.14,0.08,970.0
541,273,0.0,172.14,0.52,2100.0
214,264,0.0,52.44,0.17,2730.0
300,264,0.0,172.14,0.1,5000.0
542,151,0.0,172.14,0.0,8388.0
543,259,0.0,52.44,0.29,690.0
544,556,0.0,40.48,0.48,153.03
544,556,0.0,40.48,0.48,153.03
21,264,0.0,172.14,0.0,5000.0
63,264,0.0,172.14,0.15,5299.0
545,264,0.0,10.83,0.0,245.0
546,73,0.0,15.45,0.5,24.96
77,264,0.0,172.14,0.0,3500.0
547,245,0.0,172.14,0.55,5600.0
548,342,0.0,57.62,0.75,56.0
549,260,0.0,52.44,0.25,790.0
300,264,1.0,172.14,0.1,5000.0
342,96,0.0,172.14,0.0,495.0
70,256,0.0,52.44,0.5,999.0
550,94,0.0,61.69,0.9,249.0
551,264,0.0,52.44,0.2,199.0
552,264,0.0,52.44,0.1,555.0
553,137,0.0,52.44,0.3,3000.0
554,247,4.0,52.44,0.56,1600.0
555,205,0.0,52.44,0.0,7000.0
556,280,0.0,52.44,0.48,2200.0
557,34,0.0,52.44,0.0,799.0
558,502,0.0,52.44,0.0,5500.0
559,264,0.0,52.44,0.0,600.0
560,490,0.0,172.14,0.25,5900.0
561,198,0.0,52.44,0.4,850.0
562,516,0.0,548.24,0.5,2695.0
12,137,0.0,172.14,0.29,1200.0
563,264,0.0,172.14,0.19,7000.0
520,245,0.0,172.14,0.5,4000.0
194,446,0.0,52.44,0.08,600.0
564,496,0.0,52.44,0.14,2200.0
565,25,0.0,52.44,0.17,9500.0
438,12,0.0,172.14,0.1,6999.0
566,21,0.0,172.14,0.58,42000.0
77,264,0.0,172.14,0.0,6000.0
567,264,0.0,22.23,0.17,2634.0
568,168,0.0,52.44,0.17,2100.0
121,409,4.0,172.14,0.21,7000.0
256,137,0.0,52.44,0.39,1700.0
569,149,0.0,172.14,0.0,2750.0
291,245,5.0,172.14,0.4,4500.0
291,245,0.0,172.14,0.4,4500.0
247,285,0.0,52.44,0.57,2200.0
570,200,5.0,52.44,0.35,2700.0
571,36,0.0,52.44,0.0,5850.0
572,313,0.0,106.46,0.68,452.0
232,264,0.0,172.14,0.13,4500.0
549,260,0.0,52.44,0.29,690.0
573,264,4.0,10.83,0.3,1200.0
574,264,0.0,52.44,0.1,506.0
575,184,0.0,52.44,0.37,1150.0
296,25,5.0,52.44,0.22,3000.0
576,28,0.0,172.14,0.0,4000.0
577,264,0.0,172.14,0.0,350.0
578,305,0.0,55.7,0.34,13.4
190,264,0.0,52.44,0.35,222.0
579,96,0.0,172.14,0.0,540.0
580,264,1.0,52.44,0.05,4200.0
581,96,0.0,52.44,0.0,303.0
300,264,0.0,172.14,0.1,5000.0
582,264,0.0,52.44,0.3,150.0
578,305,0.0,56.14,0.33,15.0
124,34,0.0,52.44,0.0,1199.0
43,279,0.0,52.44,0.52,1950.0
583,264,3.0,52.44,0.08,1200.0
584,409,0.0,172.14,0.13,4000.0
77,28,0.0,172.14,0.0,5500.0
402,264,0.0,172.14,0.1,55.0
585,511,0.0,90.12,0.49,198.32
586,581,0.0,22.23,0.17,834.0
2,137,0.0,172.14,0.0,1100.0
300,264,2.0,172.14,0.1,5000.0
300,264,0.0,172.14,0.1,5000.0
125,264,0.0,172.14,0.26,4199.0
402,264,0.0,172.14,0.1,55.0
587,231,0.0,78.61,0.5,141.44
588,59,0.0,58.79,0.48,32.7
589,264,0.0,172.14,0.17,2580.0
590,123,0.0,52.44,0.06,350.0
291,264,0.0,172.14,0.0,1350.0
124,34,0.0,52.44,0.0,1200.0
591,264,0.0,52.44,0.13,1900.0
89,151,0.0,172.14,0.0,4889.0
592,420,0.0,172.14,0.03,5500.0
593,264,0.0,172.14,0.0,4800.0
222,141,0.0,172.14,0.27,1100.0
343,207,0.0,172.14,0.0,4500.0
594,264,0.0,52.44,0.0,7750.0
34,158,0.0,172.14,0.53,2000.0
218,264,3.0,52.44,0.33,2999.0
595,264,0.0,10.83,0.5,999.0
213,409,3.5,172.14,0.17,3000.0
596,264,0.0,52.44,0.7,300.0
597,464,0.0,52.44,0.0,600.0
598,223,0.0,70.4,0.44,290.0
599,264,0.0,52.44,0.0,2500.0
520,245,0.0,172.14,0.5,4000.0
378,264,0.0,52.44,0.0,2400.0
600,502,0.0,52.44,0.0,2800.0
478,151,0.0,172.14,0.0,4764.0
300,264,0.0,172.14,0.1,5000.0
5,137,0.0,52.44,0.36,3500.0
601,499,0.0,330.51,0.0,864.0
255,264,0.0,52.44,0.0,499.0
602,443,0.0,18.97,0.29,31.0
603,427,5.0,172.14,0.11,2800.0
604,482,0.0,658.32,0.17,1577.0
125,264,0.0,172.14,0.31,3299.0
121,409,3.0,172.14,0.08,6000.0
605,111,0.0,235.79,0.0,608.0
606,287,0.0,52.44,0.65,1000.0
607,394,5.0,52.44,0.13,573.0
296,25,4.5,52.44,0.22,3000.0
608,264,0.0,10.83,0.3,999.0
609,264,0.0,52.44,0.0,220.0
610,429,4.5,172.14,0.08,2500.0
232,264,0.0,172.14,0.03,4000.0
611,97,0.0,276.93,0.5,1213.44
435,264,0.0,172.14,0.33,1500.0
170,264,0.0,172.14,0.55,1850.0
612,306,0.0,119.41,0.68,557.0
613,392,0.0,52.44,0.0,699.0
346,192,0.0,52.44,0.33,2400.0
614,202,0.0,52.44,0.35,2700.0
615,108,0.0,271.31,0.0,704.0
616,484,0.0,418.0,0.5,1976.0
617,264,0.0,52.44,0.17,540.0
618,264,0.0,172.14,0.0,3189.0
619,264,0.0,52.44,0.0,2750.0
476,410,0.0,172.14,0.17,3000.0
620,209,0.0,172.14,0.0,4500.0
621,264,2.0,172.14,0.0,2000.0
622,301,0.0,227.08,0.5,944.0
291,245,3.6,172.14,0.4,4500.0
393,392,0.0,52.44,0.0,699.0
573,264,0.0,10.83,0.25,999.0
623,500,0.0,172.14,0.53,1550.0
624,166,0.0,172.14,0.17,1740.0
625,392,0.0,52.44,0.0,900.0
626,238,0.0,52.44,0.06,5200.0
149,490,0.0,172.14,0.25,3350.0
627,128,0.0,240.59,0.33,278.0
77,264,0.0,172.14,0.0,6000.0
628,526,4.0,52.44,0.14,2500.0
119,12,0.0,172.14,0.2,4499.0
629,264,0.0,172.14,0.1,5000.0
630,505,0.0,172.14,0.0,4500.0
336,264,0.0,52.44,0.37,1900.0
631,264,5.0,52.44,0.6,850.0
632,264,0.0,52.44,0.0,365.0
112,137,0.0,52.44,0.43,1500.0
633,409,0.0,172.14,0.13,4000.0
634,146,0.0,52.44,0.27,3000.0
635,264,0.0,52.44,0.0,820.0
636,264,0.0,172.14,0.0,7900.0
637,372,0.0,448.17,0.5,2364.0
571,36,0.0,52.44,0.0,5850.0
176,158,0.0,172.14,0.59,2550.0
125,264,0.0,172.14,0.16,4699.0
638,137,0.0,52.44,0.27,3000.0
77,264,0.0,172.14,0.0,3500.0
639,264,0.0,172.14,0.0,6900.0
640,264,0.0,52.44,0.0,1700.0
77,264,0.0,172.14,0.0,6000.0
641,264,0.0,172.14,0.28,5000.0
642,225,0.0,49.68,0.29,147.0
643,264,0.0,52.44,0.0,13500.0
644,109,0.0,223.95,0.0,576.0
155,264,0.0,10.83,0.36,2200.0
387,96,0.0,52.44,0.0,140.0
645,264,0.0,52.44,0.0,3925.0
646,68,0.0,586.72,0.5,2888.0
647,490,0.0,172.14,0.25,18400.0
7,264,0.0,172.14,0.0,900.0
438,409,0.0,172.14,0.17,9000.0
648,333,0.0,55.4,0.79,38.0
649,199,2.0,52.44,0.4,850.0
650,264,0.0,52.44,0.17,900.0
651,459,0.0,1281.03,0.2,3746.0
652,41,0.0,161.59,0.5,590.0
653,264,0.0,52.44,0.5,600.0
654,317,0.0,80.56,0.69,242.0
655,93,0.0,658.11,0.48,3126.76
656,489,0.0,10.83,0.0,1300.0
657,264,0.0,52.44,0.0,5999.0
658,545,0.0,442.14,0.49,2053.68
5,137,0.0,52.44,0.5,2500.0
659,2,0.0,172.14,0.0,1250.0
61,264,0.0,52.44,0.54,2000.0
367,264,0.0,172.14,0.0,3500.0
660,324,0.0,72.42,0.69,176.0
111,118,3.0,52.44,0.0,670.0
661,394,0.0,52.44,0.13,977.0
662,86,0.0,136.5,0.5,454.4
663,264,0.0,22.23,0.17,5334.0
77,264,0.0,172.14,0.0,3500.0
291,245,0.0,172.14,0.4,4500.0
300,264,0.0,172.14,0.1,5000.0
121,409,4.0,172.14,0.08,6000.0
664,463,4.0,52.44,0.0,650.0
665,264,0.0,52.44,0.0,499.0
666,518,0.0,768.58,0.2,2015.0
667,264,0.0,172.14,0.0,4199.0
668,21,0.0,172.14,0.17,9999.0
669,264,0.0,52.44,0.1,50.0
670,171,0.0,172.14,0.17,876.0
363,409,0.0,172.14,0.17,6000.0
671,561,0.0,213.95,0.5,226.0
672,137,0.0,172.14,0.0,6850.0
673,497,0.0,389.71,0.0,1024.0
674,26,0.0,52.44,0.1,2000.0
675,22,0.0,172.14,0.25,49000.0
676,264,0.0,52.44,0.0,307.0
123,264,0.0,172.14,0.13,4500.0
650,264,0.0,52.44,0.17,1050.0
677,245,0.0,52.44,0.27,6000.0
678,264,0.0,52.44,0.4,239.0
679,25,0.0,172.14,0.09,3500.0
680,444,0.0,166.46,0.5,616.32
681,553,0.0,172.14,0.43,5000.0
296,25,0.0,52.44,0.22,3000.0
63,264,0.0,172.14,0.13,4799.0
8,264,0.0,172.14,0.41,1600.0
11,264,0.0,172.14,0.68,3000.0
682,21,0.0,172.14,0.16,14199.0
590,123,0.0,52.44,0.0,555.0
683,382,0.0,414.67,0.44,1762.0
119,207,0.0,172.14,0.0,4500.0
684,469,0.0,52.44,0.0,350.0
685,470,0.0,52.44,0.0,350.0
156,264,5.0,52.44,0.29,650.0
686,264,0.0,52.44,0.4,269.0
687,137,0.0,52.44,0.0,5500.0
503,553,0.0,172.14,0.54,3500.0
688,264,0.0,172.14,0.0,1500.0
214,264,0.0,52.44,0.17,4482.0
689,130,0.0,172.14,0.13,5125.0
690,264,0.0,52.44,0.27,2200.0
691,264,0.0,172.14,0.0,3899.0
692,409,0.0,172.14,0.05,6000.0
393,392,0.0,52.44,0.13,286.0
119,409,4.3,172.14,0.13,4000.0
553,137,0.0,52.44,0.3,3000.0
693,11,0.0,52.44,0.15,920.0
694,117,0.0,52.44,0.55,5000.0
695,264,0.0,52.44,0.0,220.0
38,264,0.0,172.14,0.17,3500.0
696,264,0.0,52.44,0.0,3300.0
124,34,0.0,52.44,0.0,1250.0
89,151,0.0,172.14,0.0,4889.0
697,264,0.0,601.89,0.5,2970.0
129,12,0.0,172.14,0.1,6999.0
698,63,0.0,172.14,0.41,1450.0
699,510,0.0,172.14,0.74,285.0
700,170,0.0,172.14,0.17,528.0
701,84,0.0,88.38,0.46,389.76
702,34,0.0,52.44,0.0,1250.0
703,43,0.0,172.14,0.1,20010.0
428,96,0.0,52.44,0.0,150.0
475,245,0.0,52.44,0.26,3500.0
121,409,0.0,172.14,0.07,7000.0
125,264,0.0,172.14,0.28,4999.0
704,245,0.0,172.14,0.56,2500.0
705,490,0.0,172.14,0.25,3750.0
706,137,0.0,52.44,0.0,1700.0
121,409,0.0,172.14,0.07,7000.0
707,69,0.0,174.87,0.5,661.76
616,484,0.0,458.7,0.5,2196.0
708,360,0.0,316.47,0.44,1284.48
709,50,0.0,99.06,0.64,346.0
710,264,0.0,172.14,0.13,3000.0
281,264,0.0,52.44,0.25,1200.0
711,219,0.0,149.12,0.48,499.02
712,45,0.0,233.93,0.33,251.0
503,553,0.0,172.14,0.25,2775.0
713,96,0.0,10.83,0.0,420.0
714,264,0.0,22.23,0.17,1434.0
121,12,1.0,172.14,0.17,5999.0
715,137,0.0,52.44,0.14,7000.0
291,264,0.0,172.14,0.0,1350.0
119,409,0.0,172.14,0.13,4000.0
96,264,0.0,172.14,0.1,5900.0
246,96,0.0,52.44,0.0,240.0
716,20,0.0,172.14,0.17,3999.0
248,207,5.0,172.14,0.0,3500.0
222,141,0.0,172.14,0.29,1300.0
300,264,0.0,172.14,0.1,5000.0
717,264,0.0,172.14,0.3,4000.0
718,25,0.0,172.14,0.18,2200.0
144,264,0.0,52.44,0.25,379.5
719,110,0.0,235.79,0.0,608.0
720,21,0.0,172.14,0.13,14499.0
721,264,0.0,172.14,0.18,3000.0
722,34,0.0,52.44,0.0,1800.0
723,298,0.0,349.92,0.49,1576.0
438,12,0.0,172.14,0.1,6999.0
571,36,0.0,52.44,0.0,5850.0
724,264,0.0,52.44,0.0,375.0
725,205,0.0,172.14,0.0,15000.0
726,386,0.0,42.32,0.46,158.4
727,411,3.0,172.14,0.17,3000.0
728,308,0.0,82.41,0.68,257.0
34,158,0.0,172.14,0.56,2000.0
729,178,5.0,52.44,0.31,1999.0
730,264,0.0,172.14,0.0,5600.0
731,17,0.0,172.14,0.17,5999.0
732,21,0.0,172.14,0.26,11099.0
733,462,5.0,52.44,0.0,1100.0
734,136,0.0,52.44,0.12,10500.0
735,264,0.0,172.14,0.0,14000.0
736,418,0.0,172.14,0.08,6000.0
521,392,0.0,52.44,0.0,649.0
737,408,0.0,486.08,0.2,1465.0
738,409,2.0,172.14,0.08,6000.0
739,336,0.0,101.28,0.68,410.0
217,245,0.0,172.14,0.3,7000.0
569,149,0.0,172.14,0.0,5500.0
740,264,0.0,172.14,0.0,3988.0
65,264,0.0,52.44,0.0,860.0
741,502,0.0,172.14,0.0,32500.0
742,245,4.0,172.14,0.55,6900.0
743,9,4.0,177.87,0.32,499.0
111,118,3.7,52.44,0.0,820.0
123,264,0.0,172.14,0.13,4500.0
744,96,0.0,10.83,0.0,650.0
745,264,0.0,10.83,0.0,999.0
746,264,3.7,52.44,0.03,2900.0
747,34,0.0,52.44,0.0,2000.0
748,558,0.0,172.14,0.0,4640.0
749,134,0.0,52.44,0.0,1999.0
750,181,0.0,52.44,0.49,750.0
508,264,0.0,52.44,0.08,480.0
751,264,0.0,172.14,0.0,19800.0
752,264,0.0,52.44,0.17,2358.0
753,582,0.0,128.22,0.5,409.6
200,264,0.0,22.23,0.17,342.0
754,3,0.0,172.14,0.0,1850.0
119,409,4.0,172.14,0.08,6000.0
755,91,0.0,89.64,0.5,426.0
756,446,4.5,52.44,0.0,2970.0
757,503,0.0,172.14,0.0,5500.0
758,21,0.0,172.14,0.28,14299.0
359,25,0.0,172.14,0.3,5000.0
759,264,0.0,52.44,0.16,450.0
191,460,0.0,52.44,0.0,620.0
760,176,0.0,52.44,0.17,2598.0
761,417,1.0,172.14,0.06,2700.0
710,264,0.0,172.14,0.01,3000.0
762,535,0.0,52.44,0.17,900.0
763,96,0.0,172.14,0.0,490.0
623,500,0.0,172.14,0.37,1150.0
764,44,0.0,232.73,0.48,312.76
697,264,0.0,655.17,0.5,3258.0
147,392,0.0,52.44,0.0,1400.0
765,394,0.0,52.44,0.13,1092.0
359,25,0.0,172.14,0.2,2500.0
766,12,0.0,172.14,0.17,3999.0
285,264,0.0,172.14,0.0,3000.0
767,135,0.0,52.44,0.53,1500.0
768,248,4.0,52.44,0.1,10500.0
494,264,0.0,52.44,0.25,3400.0
769,328,0.0,61.32,0.72,86.0
77,28,0.0,172.14,0.0,5635.0
770,289,3.5,172.14,0.33,1200.0
323,245,0.0,52.44,0.36,4500.0
771,21,0.0,172.14,0.25,17000.0
772,329,0.0,115.71,0.68,527.0
773,264,0.0,52.44,0.24,2490.0
774,56,0.0,16.75,0.76,66.0
775,18,0.0,172.14,0.17,3999.0
172,137,0.0,52.44,0.31,200.0
776,349,0.0,281.54,0.49,1426.83
640,264,0.0,52.44,0.0,1900.0
777,96,0.0,10.83,0.0,420.0
382,96,0.0,52.44,0.0,199.0
346,192,0.0,52.44,0.33,2400.0
778,67,0.0,20.45,0.5,52.0
779,264,0.0,52.44,0.1,45.0
780,11,0.0,52.44,0.15,2540.0
781,359,0.0,213.87,0.45,794.08
429,409,2.0,172.14,0.13,4000.0
782,392,0.0,52.44,0.13,1437.0
593,264,0.0,172.14,0.0,5900.0
783,264,0.0,52.44,0.17,540.0
784,34,0.0,52.44,0.0,2600.0
393,392,0.0,52.44,0.13,803.0
63,264,0.0,172.14,0.17,5300.0
360,11,0.0,52.44,0.15,1650.0
429,409,5.0,172.14,0.13,4000.0
63,264,0.0,172.14,0.14,5000.0
785,264,0.0,52.44,0.1,465.0
305,409,0.0,172.14,0.13,4000.0
786,498,0.0,650.19,0.0,1728.0
300,264,0.0,172.14,0.1,5000.0
787,409,4.0,172.14,0.13,4000.0
788,320,0.0,87.96,0.68,302.0
110,34,0.0,52.44,0.0,850.0
789,347,0.0,297.38,0.5,1324.0
121,409,5.0,172.14,0.08,6000.0
362,12,0.0,172.14,0.27,4500.0
790,52,0.0,773.76,0.17,1951.0
791,481,0.0,172.14,0.15,7500.0
792,264,0.0,52.44,0.0,150.0
793,357,0.0,236.52,0.5,348.0
794,388,0.0,150.32,0.44,679.0
402,264,0.0,52.44,0.1,45.0
291,245,0.0,172.14,0.4,4500.0
795,130,1.0,172.14,0.13,6115.0
443,34,0.0,52.44,0.0,1250.0
72,264,0.0,172.14,0.15,3899.0
796,363,5.0,52.44,0.0,64.0
198,264,0.0,52.44,0.47,7500.0
797,25,0.0,172.14,0.13,6000.0
798,264,0.0,52.44,0.0,13500.0
799,96,0.0,172.14,0.0,495.0
800,207,4.0,172.14,0.0,4000.0
801,100,0.0,52.44,0.0,9500.0
802,210,0.0,172.14,0.0,4500.0
803,524,0.0,640.56,0.2,1582.0
804,531,0.0,52.44,0.17,1050.0
805,264,0.0,52.44,0.0,9465.0
218,264,0.0,52.44,0.0,2999.0
806,245,5.0,52.44,0.3,7000.0
807,330,0.0,115.71,0.68,527.0
808,83,0.0,82.61,0.5,388.0
809,205,0.0,172.14,0.0,11000.0
810,307,0.0,105.35,0.68,443.0
811,264,0.0,52.44,0.1,2700.0
119,12,0.0,172.14,0.23,5999.0
812,25,3.7,52.44,0.08,4000.0
813,179,0.0,52.44,0.44,750.0
814,367,0.0,468.16,0.48,2360.54
815,102,0.0,172.14,0.0,2000.0
816,264,0.0,52.44,0.59,160.0
46,207,0.0,172.14,0.0,3000.0
817,43,0.0,172.14,0.1,19895.0
492,409,0.0,172.14,0.13,4000.0
818,186,0.0,52.44,0.37,1150.0
268,178,5.0,52.44,0.0,270.0
776,349,0.0,238.11,0.35,952.2
819,132,0.0,87.15,0.48,179.29
820,465,0.0,52.44,0.0,500.0
413,264,0.0,52.44,0.12,220.0
821,191,0.0,52.44,0.35,1850.0
822,25,5.0,172.14,0.15,4000.0
300,264,0.0,172.14,0.1,5000.0
263,151,0.0,172.14,0.0,4842.0
246,96,0.0,52.44,0.0,230.0
823,264,0.0,172.14,0.11,1800.0
824,331,0.0,95.36,0.68,362.0
302,400,0.0,52.44,0.28,555.0
825,292,0.0,52.44,0.47,1900.0
112,137,0.0,52.44,0.4,1500.0
826,27,5.0,172.14,0.12,4500.0
827,383,0.0,39.32,0.47,145.0
207,149,0.0,172.14,0.0,4780.0
828,207,0.0,172.14,0.0,3000.0
